,resale_price
45244,450000.0
45245,470000.0
45246,285000.0
45247,880000.0
45248,380000.0
45249,330000.0
45250,520000.0
45251,878000.0
45252,620000.0
45253,750000.0
45254,300000.0
45255,230000.0
45256,637000.0
45257,465000.0
45258,728000.0
45259,370000.0
45260,410000.0
45261,566000.0
45262,455888.0
45263,648000.0
45264,460000.0
45265,428000.0
45266,500000.0
45267,420000.0
45268,320000.0
45269,338000.0
45270,436000.0
45271,460000.0
45272,320000.0
45273,320088.0
45274,725000.0
45275,380000.0
45276,535000.0
45277,375000.0
45278,780000.0
45279,620000.0
45280,470000.0
45281,600000.0
45282,294000.0
45283,570000.0
45284,320000.0
45285,610000.0
45286,715000.0
45287,638000.0
45288,295000.0
45289,428000.0
45290,450000.0
45291,850000.0
45292,740000.0
45293,872000.0
45294,439000.0
45295,885000.0
45296,540000.0
45297,416000.0
45298,500000.0
45299,253000.0
45300,545000.0
45301,505000.0
45302,575000.0
45303,425000.0
45304,577800.0
45305,510000.0
45306,335000.0
45307,346000.0
45308,900000.0
45309,570000.0
45310,688000.0
45311,480000.0
45312,565000.0
45313,338000.0
45314,228000.0
45315,490000.0
45316,264500.0
45317,405000.0
45318,475000.0
45319,309888.0
45320,310000.0
45321,385000.0
45322,698888.0
45323,250000.0
45324,270000.0
45325,608888.0
45326,505000.0
45327,530000.0
45328,355000.0
45329,406500.0
45330,395000.0
45331,478000.0
45332,615000.0
45333,645000.0
45334,838000.0
45335,770888.0
45336,335000.0
45337,520000.0
45338,530000.0
45339,601888.0
45340,338000.0
45341,490000.0
45342,970000.0
45343,660000.0
45344,635000.0
45345,445000.0
45346,439000.0
45347,558000.0
45348,390000.0
45349,485000.0
45350,330000.0
45351,350000.0
45352,535000.0
45353,670000.0
45354,485000.0
45355,410000.0
45356,469000.0
45357,816888.0
45358,538000.0
45359,668000.0
45360,320000.0
45361,460600.0
45362,603300.0
45363,1000000.0
45364,533888.0
45365,270000.0
45366,370000.0
45367,835000.0
45368,414000.0
45369,402500.0
45370,380000.0
45371,455000.0
45372,600000.0
45373,405000.0
45374,550000.0
45375,610000.0
45376,445000.0
45377,265000.0
45378,259000.0
45379,815000.0
45380,612000.0
45381,530000.0
45382,980000.0
45383,646000.0
45384,500000.0
45385,565000.0
45386,550000.0
45387,625000.0
45388,491888.0
45389,508888.0
45390,598000.0
45391,755000.0
45392,455000.0
45393,385000.0
45394,328000.0
45395,320000.0
45396,465000.0
45397,380000.0
45398,533888.0
45399,240000.0
45400,700000.0
45401,510000.0
45402,252000.0
45403,470000.0
45404,225000.0
45405,460888.0
45406,472000.0
45407,413000.0
45408,450000.0
45409,540000.0
45410,840000.0
45411,365000.0
45412,320000.0
45413,505000.0
45414,835888.0
45415,670000.0
45416,510000.0
45417,641000.0
45418,290000.0
45419,533000.0
45420,515000.0
45421,315000.0
45422,640000.0
45423,390000.0
45424,565000.0
45425,605000.0
45426,498000.0
45427,655888.88
45428,440000.0
45429,820000.0
45430,620000.0
45431,478000.0
45432,280000.0
45433,390000.0
45434,340000.0
45435,580000.0
45436,388000.0
45437,440000.0
45438,705000.0
45439,408000.0
45440,575000.0
45441,422000.0
45442,345000.0
45443,720000.0
45444,300000.0
45445,398000.0
45446,935000.0
45447,328000.0
45448,670000.0
45449,259000.0
45450,831500.0
45451,295000.0
45452,582000.0
45453,380000.0
45454,865000.0
45455,698000.0
45456,460000.0
45457,521000.0
45458,595000.0
45459,570000.0
45460,460000.0
45461,455000.0
45462,325000.0
45463,315000.0
45464,275000.0
45465,758000.0
45466,810000.0
45467,515000.0
45468,326000.0
45469,530000.0
45470,450000.0
45471,435000.0
45472,626000.0
45473,480000.0
45474,658000.0
45475,280000.0
45476,910000.0
45477,502555.8
45478,470000.0
45479,425000.0
45480,485000.0
45481,600000.0
45482,370000.0
45483,480000.0
45484,325000.0
45485,265000.0
45486,950000.0
45487,285000.0
45488,570000.0
45489,540000.0
45490,805000.0
45491,383000.0
45492,550000.0
45493,482000.0
45494,730000.0
45495,750000.0
45496,435000.0
45497,530000.0
45498,390000.0
45499,280000.0
45500,305000.0
45501,415000.0
45502,840000.0
45503,510000.0
45504,325000.0
45505,270000.0
45506,345000.0
45507,593000.0
45508,289000.0
45509,742000.0
45510,600000.0
45511,580000.0
45512,460888.0
45513,350000.0
45514,500000.0
45515,452000.0
45516,460000.0
45517,543000.0
45518,453000.0
45519,330000.0
45520,730000.0
45521,520000.0
45522,535000.0
45523,348000.0
45524,390000.0
45525,540000.0
45526,312000.0
45527,498000.0
45528,460000.0
45529,315000.0
45530,450888.0
45531,770000.0
45532,450000.0
45533,348000.0
45534,260000.0
45535,608000.0
45536,240000.0
45537,355000.0
45538,450000.0
45539,273000.0
45540,335000.0
45541,470000.0
45542,667000.0
45543,510000.0
45544,838000.0
45545,372000.0
45546,420000.0
45547,403000.0
45548,310000.0
45549,275000.0
45550,375000.0
45551,270000.0
45552,610000.0
45553,370000.0
45554,269000.0
45555,340000.0
45556,545000.0
45557,1009888.0
45558,470000.0
45559,495000.0
45560,850000.0
45561,324000.0
45562,700000.0
45563,628000.0
45564,298000.0
45565,320000.0
45566,496888.0
45567,670000.0
45568,510000.0
45569,345000.0
45570,332000.0
45571,445000.0
45572,430000.0
45573,600000.0
45574,360000.0
45575,440000.0
45576,655000.0
45577,420000.0
45578,345000.0
45579,380000.0
45580,798000.0
45581,650000.0
45582,645000.0
45583,532000.0
45584,400000.0
45585,250000.0
45586,560000.0
45587,283000.0
45588,560000.0
45589,855000.0
45590,371000.0
45591,235000.0
45592,853000.0
45593,300000.0
45594,338000.0
45595,465000.0
45596,445000.0
45597,290000.0
45598,630000.0
45599,358000.0
45600,330000.0
45601,345000.0
45602,527500.0
45603,755000.0
45604,388000.0
45605,575000.0
45606,470000.0
45607,505000.0
45608,358888.0
45609,698000.0
45610,750000.0
45611,275000.0
45612,515000.0
45613,690000.0
45614,275000.0
45615,435000.0
45616,420000.0
45617,705000.0
45618,395000.0
45619,603000.0
45620,275000.0
45621,375000.0
45622,475000.0
45623,535000.0
45624,450000.0
45625,335000.0
45626,770000.0
45627,274000.0
45628,558888.0
45629,350000.0
45630,230000.0
45631,610000.0
45632,895000.0
45633,435000.0
45634,250000.0
45635,680000.0
45636,590888.0
45637,535000.0
45638,367000.0
45639,572000.0
45640,750000.0
45641,578000.0
45642,590000.0
45643,400000.0
45644,305000.0
45645,541800.0
45646,540000.0
45647,515000.0
45649,320000.0
45650,415000.0
45651,490000.0
45652,510000.0
45653,443888.0
45654,348000.0
45655,475000.0
45656,560000.0
45657,340000.0
45658,630000.0
45659,320000.0
45660,390000.0
45661,535000.0
45662,618000.0
45663,783888.0
45664,538000.0
45665,296000.0
45666,470000.0
45667,238000.0
45668,460000.0
45669,450000.0
45671,580000.0
45672,510000.0
45673,918000.0
45674,495000.0
45675,302000.0
45676,582888.0
45677,480000.0
45678,300000.0
45679,708888.0
45680,345000.0
45681,700000.0
45682,968000.0
45683,355000.0
45684,575000.0
45685,403000.0
45686,330000.0
45687,588000.0
45688,268000.0
45689,425000.0
45690,750000.0
45691,343000.0
45692,375000.0
45693,660000.0
45694,395000.0
45695,470000.0
45696,580000.0
45697,530000.0
45698,255000.0
45699,310000.0
45700,223000.0
45701,670000.0
45702,510000.0
45703,483000.0
45704,382000.0
45705,440000.0
45706,426000.0
45707,635000.0
45708,530000.0
45709,506000.0
45710,560000.0
45711,320000.0
45712,670000.0
45713,550000.0
45714,435888.0
45715,430000.0
45716,738000.0
45717,358888.0
45718,340000.0
45719,385000.0
45721,350000.0
45722,485000.0
45723,668000.0
45724,348000.0
45725,365000.0
45726,550000.0
45727,606000.0
45728,620888.0
45729,380000.0
45730,570000.0
45731,292000.0
45732,540888.0
45733,638000.0
45734,364000.0
45735,255000.0
45736,318000.0
45737,735000.0
45738,612000.0
45739,320000.0
45740,340000.0
45741,405000.0
45742,325000.0
45743,713000.0
45744,590000.0
45745,750000.0
45746,472888.0
45747,380000.0
45748,343800.0
45749,468000.0
45750,830000.0
45751,1038888.0
45752,640000.0
45753,478000.0
45754,523000.0
45755,530000.0
45756,452000.0
45757,635000.0
45758,382500.0
45759,535000.0
45760,795000.0
45761,568000.0
45762,720000.0
45763,320000.0
45764,400000.0
45765,440000.0
45766,255000.0
45767,800000.0
45768,403000.0
45769,366000.0
45770,707000.0
45771,818000.0
45772,708000.0
45773,725000.0
45774,468000.0
45775,295000.0
45776,908000.0
45777,508888.0
45778,330000.0
45779,715000.0
45780,738000.0
45781,210000.0
45782,895000.0
45783,440000.0
45784,690000.0
45785,483000.0
45786,717000.0
45787,355000.0
45788,980000.0
45789,450000.0
45790,570000.0
45791,380000.0
45792,605000.0
45793,290000.0
45794,540000.0
45795,428000.0
45796,400000.0
45797,245000.0
45798,570000.0
45799,365000.0
45800,345000.0
45801,400000.0
45802,580000.0
45803,486888.0
45804,940888.0
45805,628888.0
45806,450000.0
45807,590000.0
45808,435000.0
45809,420000.0
45810,525000.0
45811,480000.0
45812,630000.0
45813,488000.0
45814,395000.0
45815,685000.0
45816,316000.0
45817,405000.0
45818,448000.0
45819,515000.0
45820,633000.0
45821,350000.0
45822,365000.0
45823,545000.0
45824,603888.0
45825,398000.0
45826,350000.0
45827,535000.0
45828,528000.0
45829,458000.0
45830,308000.0
45831,605000.0
45832,430000.0
45833,295000.0
45834,650000.0
45835,512888.0
45836,668000.0
45837,340000.0
45838,505000.0
45839,315000.0
45840,388000.0
45841,768888.0
45842,510000.0
45843,760000.0
45844,338000.0
45845,888000.0
45846,406000.0
45847,615000.0
45848,327000.0
45849,480000.0
45850,480000.0
45851,260000.0
45852,570000.0
45853,418000.0
45854,467000.0
45855,595000.0
45856,660000.0
45857,440000.0
45858,750000.0
45859,325000.0
45860,505000.0
45861,338800.0
45862,280000.0
45863,550000.0
45864,705000.0
45865,738000.0
45866,222000.0
45867,836800.0
45868,602000.0
45869,650000.0
45870,410000.0
45871,720000.0
45872,600000.0
45873,545000.0
45874,438000.0
45875,420000.0
45876,446000.0
45877,378000.0
45878,435000.0
45879,490000.0
45880,284000.0
45881,259000.0
45882,480000.0
45883,570000.0
45884,861888.0
45885,376000.0
45886,908988.0
45887,570000.0
45888,490000.0
45889,350000.0
45890,420000.0
45891,558888.0
45892,900000.0
45893,610000.0
45894,420000.0
45895,277000.0
45896,438000.0
45897,688000.0
45898,585000.0
45899,345000.0
45900,320000.0
45901,255000.0
45902,545000.0
45903,770000.0
45904,850000.0
45905,390000.0
45906,340000.0
45907,325000.0
45908,945000.0
45909,495000.0
45910,280000.0
45911,715000.0
45912,502000.0
45913,306000.0
45914,580888.0
45915,460000.0
45916,385000.0
45917,333000.0
45918,313888.0
45919,610000.0
45920,495000.0
45921,515000.0
45922,440000.0
45923,706000.0
45924,430000.0
45925,550000.0
45926,355000.0
45927,540000.0
45928,480000.0
45929,582500.0
45930,720000.0
45931,475000.0
45932,280000.0
45933,250000.0
45934,440000.0
45935,604000.0
45936,346888.0
45937,480000.0
45938,310000.0
45939,220000.0
45940,533000.0
45941,620000.0
45942,555000.0
45943,750000.0
45944,250000.0
45945,875000.0
45946,550000.0
45947,580000.0
45948,308899.0
45949,390000.0
45950,230000.0
45951,650000.0
45952,718000.0
45953,301000.0
45954,500000.0
45955,298000.0
45956,300000.0
45957,520000.0
45958,498000.0
45959,385000.0
45960,648888.0
45961,1238000.0
45962,686000.0
45963,562000.0
45964,365000.0
45965,276000.0
45966,750000.0
45967,570000.0
45968,572000.0
45969,582500.0
45970,575000.0
45971,545000.0
45972,440000.0
45973,635000.0
45974,612000.0
45975,488000.0
45976,533000.0
45977,490888.0
45978,900000.0
45979,950000.0
45980,350000.0
45981,330000.0
45982,573000.0
45983,475000.0
45984,680000.0
45985,510000.0
45986,320000.0
45987,343000.0
45988,578000.0
45989,420000.0
45990,521000.0
45991,465000.0
45992,565000.0
45993,828000.0
45994,300000.0
45995,630000.0
45996,488888.0
45997,355000.0
45998,515000.0
45999,448000.0
46000,600000.0
46001,280000.0
46002,420000.0
46003,365000.0
46004,530000.0
46005,670000.0
46006,910000.0
46007,558000.0
46008,1003000.0
46009,404000.0
46010,480000.0
46011,375000.0
46012,488000.0
46013,655000.0
46014,820000.0
46015,480000.0
46016,380000.0
46017,325000.0
46018,390000.0
46019,600000.0
46020,315000.0
46021,365000.0
46022,572000.0
46023,300000.0
46024,1010000.0
46025,485000.0
46026,210000.0
46027,440000.0
46028,765000.0
46029,439000.0
46030,473000.0
46031,798000.0
46032,355000.0
46033,305000.0
46034,532000.0
46035,415888.0
46036,390000.0
46037,420000.0
46038,630888.0
46039,572000.0
46040,382000.0
46041,397000.0
46042,528000.0
46043,228000.0
46044,708000.0
46045,580000.0
46046,590000.0
46047,522000.0
46048,870000.0
46049,513000.0
46050,328000.0
46051,550000.0
46052,480000.0
46053,303000.0
46054,398888.0
46055,520000.0
46056,255000.0
46057,453000.0
46058,430000.0
46059,455000.0
46060,658000.0
46061,540000.0
46062,288000.0
46063,460000.0
46064,881000.0
46065,510000.0
46066,498000.0
46067,585000.0
46068,525000.0
46069,475000.0
46070,423000.0
46071,625000.0
46072,755000.0
46073,488000.0
46074,460000.0
46075,568000.0
46076,420000.0
46077,860000.0
46078,480000.0
46079,450000.0
46080,660000.0
46081,522000.0
46082,490000.0
46083,430000.0
46084,660000.0
46085,698000.0
46086,358000.0
46087,540000.0
46088,525000.0
46089,450000.0
46090,558888.0
46091,370000.0
46092,493000.0
46093,591888.0
46094,532000.0
46095,500000.0
46096,550000.0
46098,430000.0
46099,555000.0
46100,448000.0
46101,385000.0
46102,210000.0
46103,273000.0
46104,407000.0
46105,318000.0
46106,382000.0
46107,368000.0
46108,390000.0
46109,442500.0
46110,405000.0
46111,305000.0
46112,438000.0
46113,741000.0
46114,450888.0
46115,380000.0
46116,290000.0
46117,881000.0
46118,770000.0
46119,572000.0
46120,442000.0
46121,650000.0
46122,710000.0
46123,408000.0
46124,495000.0
46125,355000.0
46126,602888.0
46127,375000.0
46128,690000.0
46129,270000.0
46130,615000.0
46131,715000.0
46132,548000.0
46133,815500.0
46134,595688.0
46135,250000.0
46136,670000.0
46137,410000.0
46138,400000.0
46139,340000.0
46140,375000.0
46141,380000.0
46142,750000.0
46143,565000.0
46144,385000.0
46145,590000.0
46146,325000.0
46147,470000.0
46148,572000.0
46149,305000.0
46150,458888.0
46151,408000.0
46152,538000.0
46153,360000.0
46154,320000.0
46155,300000.0
46156,338000.0
46157,588000.0
46158,300000.0
46159,565000.0
46160,522000.0
46161,408000.0
46162,300000.0
46163,498000.0
46164,455000.0
46165,225000.0
46166,315000.0
46167,478000.0
46168,200000.0
46169,358000.0
46170,435000.0
46171,350000.0
46172,550000.0
46173,433000.0
46174,495000.0
46175,728000.0
46176,670000.0
46177,360000.0
46178,395000.0
46179,905000.0
46180,710000.0
46181,570000.0
46182,841080.0
46183,483000.0
46184,355000.0
46185,590000.0
46186,426000.0
46187,281000.0
46188,345000.0
46189,625000.0
46190,225000.0
46191,625000.0
46192,550000.0
46193,235000.0
46194,398000.0
46195,425000.0
46196,848000.0
46197,753000.0
46198,713800.0
46199,350000.0
46200,450000.0
46201,560000.0
46202,795000.0
46203,570000.0
46204,540000.0
46205,335000.0
46206,480000.0
46207,430000.0
46208,605000.0
46209,330000.0
46210,610000.0
46211,390000.0
46212,314000.0
46213,553000.0
46214,510000.0
46215,588888.0
46216,428000.0
46217,688000.0
46218,650000.0
46219,640000.0
46220,285000.0
46221,695000.0
46222,425000.0
46223,440000.0
46224,330000.0
46225,348000.0
46226,310000.0
46227,230000.0
46228,525000.0
46229,270000.0
46230,472000.0
46231,285000.0
46232,475000.0
46233,320000.0
46234,490000.0
46235,315000.0
46236,293000.0
46237,242000.0
46238,450000.0
46239,938000.0
46240,638888.0
46241,355000.0
46242,868000.0
46243,335000.0
46244,222000.0
46245,335000.0
46246,405000.0
46247,440000.0
46248,220000.0
46249,355000.0
46250,578000.0
46251,850000.0
46252,410000.0
46253,550000.0
46254,600000.0
46255,860000.0
46256,380888.0
46257,483000.0
46258,540000.0
46259,440000.0
46260,338000.0
46261,525000.0
46262,358000.0
46263,378000.0
46264,265000.0
46265,370000.0
46266,408000.0
46267,862888.0
46268,310000.0
46269,330000.0
46270,405000.0
46271,450000.0
46272,472000.0
46273,265000.0
46274,1202000.0
46275,660000.0
46276,648000.0
46277,470000.0
46278,552888.0
46279,460000.0
46280,460000.0
46281,680000.0
46282,522000.0
46283,420000.0
46284,425000.0
46285,410000.0
46286,350000.0
46287,600000.0
46288,685000.0
46289,488000.0
46290,570000.0
46291,330000.0
46292,490000.0
46293,202000.0
46294,490000.0
46295,465000.0
46296,355000.0
46297,576000.0
46298,560000.0
46299,525000.0
46300,285000.0
46301,250000.0
46302,690000.0
46303,372000.0
46304,630000.0
46305,438000.0
46306,290000.0
46307,391000.0
46308,603000.0
46309,708000.0
46310,365000.0
46311,435000.0
46312,438000.0
46313,540000.0
46314,605000.0
46315,450000.0
46316,545000.0
46317,620000.0
46318,510000.0
46319,450000.0
46320,490000.0
46321,298888.0
46322,815000.0
46323,428000.0
46324,648888.0
46325,570000.0
46326,548000.0
46327,560000.0
46328,345000.0
46329,360000.0
46330,365000.0
46331,375000.0
46332,410000.0
46333,590000.0
46334,650000.0
46335,470000.0
46336,390000.0
46337,310000.0
46338,360000.0
46339,336600.0
46340,550000.0
46341,525000.0
46342,575000.0
46343,528000.0
46344,581888.0
46345,350000.0
46346,475000.0
46347,738000.0
46348,441000.0
46349,638000.0
46350,480000.0
46351,570000.0
46352,458000.0
46353,412000.0
46354,370000.0
46355,370000.0
46356,490000.0
46357,290000.0
46358,400000.0
46359,588000.0
46360,400000.0
46361,295000.0
46362,790000.0
46363,283000.0
46364,465000.0
46365,428000.0
46366,1020000.0
46367,1000000.0
46368,410000.0
46369,340000.0
46370,780000.0
46371,900000.0
46372,300000.0
46373,505000.0
46374,328000.0
46375,598000.0
46376,367500.0
46377,390000.0
46378,675000.0
46379,950000.0
46380,429000.0
46381,501000.0
46382,468000.0
46383,550000.0
46384,490000.0
46385,355000.0
46386,501800.0
46387,420000.0
46388,810000.0
46389,450000.0
46390,420000.0
46391,408000.0
46392,410000.0
46393,544000.0
46394,720000.0
46395,565000.0
46396,532000.0
46397,492000.0
46398,387000.0
46399,418000.0
46400,350000.0
46401,470000.0
46402,428000.0
46403,255000.0
46404,320000.0
46405,280000.0
46406,810000.0
46407,370000.0
46408,488000.0
46409,1060000.0
46410,255000.0
46411,838000.0
46412,328000.0
46413,718000.0
46414,293000.0
46415,400000.0
46416,466000.0
46417,408000.0
46418,545000.0
46419,418000.0
46420,535000.0
46421,613000.0
46422,548000.0
46423,390000.0
46424,465000.0
46425,600000.0
46426,503000.0
46427,519000.0
46428,612000.0
46429,555000.0
46430,400000.0
46431,410000.0
46432,575000.0
46433,388000.0
46434,400000.0
46435,480000.0
46436,525000.0
46437,495000.0
46438,370000.0
46439,345000.0
46440,451000.0
46441,649888.0
46442,500000.0
46443,446888.0
46444,630000.0
46445,760000.0
46446,288000.0
46447,310000.0
46448,766000.0
46449,265000.0
46450,640000.0
46451,630000.0
46452,605000.0
46453,639000.0
46454,650000.0
46455,618000.0
46456,400000.0
46457,450000.0
46458,900000.0
46459,610000.0
46460,458000.0
46461,492000.0
46462,495000.0
46463,500000.0
46464,308000.0
46465,408000.0
46466,1090000.0
46467,720000.0
46468,590000.0
46469,295000.0
46470,235000.0
46471,450000.0
46472,1008888.0
46473,480000.0
46474,450000.0
46475,490000.0
46476,451000.0
46477,485000.0
46478,418000.0
46479,428000.0
46480,815000.0
46481,558000.0
46482,708000.0
46483,680000.0
46484,385000.0
46485,1030000.0
46486,320000.0
46487,615888.0
46488,490000.0
46489,560000.0
46490,210000.0
46491,690888.0
46492,422000.0
46493,510000.0
46494,475000.0
46495,638000.0
46496,435000.0
46497,938000.0
46498,400000.0
46499,618000.0
46500,770000.0
46501,475000.0
46502,490000.0
46503,465000.0
46504,315000.0
46505,612888.0
46506,405000.0
46507,798000.0
46508,595000.0
46509,607000.0
46510,988000.0
46511,905000.0
46512,565000.0
46513,521000.0
46514,505000.0
46515,653000.0
46516,640000.0
46517,391000.0
46518,692000.0
46519,735000.0
46520,325000.0
46521,400000.0
46522,580000.0
46523,435000.0
46524,345000.0
46525,550000.0
46526,322500.0
46527,500000.0
46528,343000.0
46529,275000.0
46530,280000.0
46531,650000.0
46532,280000.0
46533,770000.0
46534,363000.0
46535,520000.0
46536,370000.0
46537,460000.0
46538,320000.0
46539,525000.0
46540,345000.0
46541,425000.0
46542,820000.0
46543,360000.0
46544,240888.0
46545,590000.0
46546,520000.0
46547,550000.0
46548,420000.0
46549,592000.0
46550,298000.0
46551,708888.0
46552,222000.0
46553,422000.0
46554,250000.0
46555,630000.0
46556,260000.0
46557,552288.0
46558,520000.0
46559,880000.0
46560,410000.0
46561,430000.0
46562,365000.0
46563,390000.0
46564,500000.0
46565,315000.0
46566,505000.0
46567,640000.0
46568,370000.0
46569,410000.0
46570,305800.0
46571,538000.0
46572,405000.0
46573,385000.0
46574,568000.0
46575,800000.0
46576,330000.0
46577,275000.0
46578,340000.0
46579,685000.0
46580,470000.0
46581,588000.0
46582,500000.0
46583,218000.0
46584,599888.0
46585,410000.0
46586,410000.0
46587,950000.0
46588,718000.0
46589,345000.0
46590,455000.0
46591,630000.0
46592,518000.0
46593,480000.0
46594,252000.0
46595,438000.0
46596,302000.0
46597,703888.0
46598,200000.0
46599,399000.0
46600,843000.0
46601,370000.0
46602,730000.0
46603,680000.0
46604,555000.0
46605,502000.0
46606,500000.0
46607,520000.0
46608,320000.0
46609,435000.0
46610,328000.0
46611,440000.0
46612,650000.0
46613,480000.0
46614,760000.0
46615,605000.0
46616,470000.0
46617,390000.0
46618,535000.0
46619,568000.0
46620,721000.0
46621,788000.0
46622,390000.0
46623,655000.0
46624,545888.0
46625,405000.0
46626,545000.0
46627,372000.0
46628,382000.0
46629,365000.0
46630,463000.0
46631,505000.0
46632,380000.0
46633,575000.0
46634,408000.0
46635,362000.0
46636,596888.0
46637,638000.0
46638,668000.0
46639,575888.0
46640,330000.0
46641,322000.0
46642,408000.0
46643,520000.0
46644,343800.0
46645,438888.0
46646,540000.0
46647,681000.0
46648,440000.0
46649,300000.0
46650,285000.0
46651,360001.0
46652,600000.0
46653,230000.0
46654,590000.0
46655,845000.0
46656,270000.0
46657,950000.0
46658,388888.0
46659,470000.0
46660,668888.0
46661,550000.0
46662,700000.0
46663,510000.0
46664,1018000.0
46665,402000.0
46666,300000.0
46667,411500.0
46668,385000.0
46669,510000.0
46670,385000.0
46671,285000.0
46672,1056000.0
46673,490000.0
46674,605000.0
46675,466888.0
46676,356888.0
46677,400000.0
46678,368000.0
46679,590000.0
46680,750000.0
46681,485000.0
46682,300000.0
46683,360000.0
46684,222000.0
46685,508888.0
46686,570000.0
46687,250000.0
46688,370000.0
46689,295000.0
46690,750000.0
46691,495000.0
46692,320000.0
46693,425000.0
46694,485000.0
46695,268000.0
46696,508000.0
46697,565000.0
46698,385000.0
46699,450000.0
46700,678000.0
46701,840800.0
46702,525000.0
46703,521000.0
46704,360000.0
46705,275000.0
46706,355000.0
46707,525000.0
46708,555000.0
46709,700000.0
46710,298000.0
46711,406000.0
46712,448000.0
46713,468888.0
46714,328000.0
46715,498000.0
46716,343000.0
46717,230000.0
46718,768000.0
46719,500000.0
46720,808000.0
46722,842000.0
46723,338000.0
46724,412000.0
46725,483000.0
46726,376000.0
46727,380000.0
46728,535000.0
46729,424500.0
46730,395000.0
46731,608000.0
46732,308500.0
46733,290000.0
46734,270000.0
46735,370000.0
46736,448000.0
46737,600000.0
46738,660000.0
46739,400888.0
46740,495000.0
46741,515000.0
46742,355000.0
46743,440000.0
46744,532000.0
46745,708888.0
46746,430000.0
46747,350000.0
46748,535000.0
46749,445000.0
46750,520000.0
46751,349000.0
46752,370888.0
46753,435000.0
46754,340000.0
46755,630000.0
46756,625000.0
46757,290000.0
46758,355000.0
46759,530000.0
46760,305000.0
46761,332000.0
46762,700000.0
46763,320000.0
46764,735000.0
46765,315000.0
46766,633000.0
46767,595000.0
46768,285000.0
46769,850000.0
46770,350000.0
46771,455000.0
46772,308000.0
46773,452000.0
46774,625000.0
46775,400000.0
46776,690000.0
46777,600000.0
46778,490000.0
46779,710000.0
46780,240000.0
46781,695000.0
46782,805000.0
46783,420000.0
46784,692000.0
46785,300000.0
46786,617000.0
46787,350000.0
46788,345000.0
46789,410000.0
46790,415000.0
46791,405000.0
46792,430000.0
46793,555000.0
46794,730000.0
46795,680000.0
46796,650000.0
46797,680000.0
46798,355000.0
46799,645000.0
46800,450000.0
46801,355000.0
46802,290000.0
46803,535000.0
46804,520000.0
46805,425000.0
46806,400000.0
46807,457000.0
46808,450888.0
46809,410000.0
46810,770188.0
46811,593000.0
46812,432888.0
46813,520000.0
46814,660000.0
46815,445000.0
46816,555000.0
46817,355000.0
46818,318000.0
46819,418000.0
46820,368000.0
46821,680000.0
46822,410000.0
46823,430000.0
46824,375000.0
46825,428000.0
46826,380000.0
46827,350000.0
46828,473000.0
46829,450000.0
46830,325000.0
46831,675000.0
46832,580000.0
46833,468000.0
46834,596000.0
46835,720000.0
46836,515000.0
46837,441000.0
46838,382000.0
46839,485000.0
46840,350000.0
46841,228000.0
46842,325000.0
46843,475000.0
46844,410000.0
46845,750000.0
46846,698000.0
46847,569000.0
46848,690000.0
46849,710000.0
46850,580000.0
46851,603000.0
46852,600000.0
46853,815000.0
46854,420000.0
46855,880000.0
46856,425000.0
46857,885000.0
46858,358888.0
46859,350000.0
46860,470000.0
46861,296000.0
46862,310000.0
46863,390000.0
46864,515000.0
46865,595000.0
46866,588000.0
46867,499888.0
46868,308000.0
46869,700000.0
46870,407000.0
46871,455000.0
46872,315000.0
46873,330000.0
46874,693888.0
46875,340000.0
46876,340888.0
46877,425000.0
46878,470000.0
46879,423000.0
46880,480000.0
46881,405000.0
46882,580000.0
46883,310000.0
46884,235000.0
46885,260500.0
46886,340000.0
46887,460000.0
46888,335000.0
46889,620000.0
46890,250000.0
46891,400000.0
46892,360000.0
46893,880000.0
46894,515000.0
46895,469000.0
46896,625000.0
46897,473888.0
46898,450000.0
46899,545000.0
46900,425000.0
46901,388000.0
46902,568000.0
46903,435000.0
46904,400000.0
46905,325000.0
46906,370000.0
46907,1300000.0
46908,305000.0
46909,560000.0
46910,453000.0
46911,740000.0
46912,361886.0
46913,760000.0
46914,545000.0
46915,285000.0
46916,535000.0
46917,304000.0
46918,699000.0
46919,455000.0
46920,500000.0
46921,345000.0
46922,350000.0
46923,545000.0
46924,660000.0
46925,520000.0
46926,530000.0
46927,353000.0
46928,315000.0
46929,930000.0
46930,595000.0
46931,630000.0
46932,325000.0
46933,630000.0
46934,410000.0
46935,415000.0
46936,446000.0
46937,450000.0
46938,357000.0
46939,943000.0
46940,800000.0
46941,355000.0
46942,880888.0
46943,588888.0
46944,298000.0
46945,328000.0
46946,780000.0
46947,345000.0
46948,535000.0
46949,448000.0
46950,430000.0
46951,315000.0
46952,334000.0
46953,482000.0
46954,325000.0
46955,450000.0
46956,593888.0
46957,306000.0
46958,525000.0
46959,425000.0
46960,310000.0
46961,548000.0
46962,580000.0
46963,518000.0
46964,478000.0
46965,470000.0
46966,405000.0
46967,433000.0
46968,330000.0
46969,577888.0
46970,578000.0
46971,475000.0
46972,342000.0
46973,563000.0
46974,425000.0
46975,355000.0
46976,250000.0
46977,670000.0
46978,408000.0
46979,550000.0
46980,770000.0
46981,273000.0
46982,368000.0
46983,708000.0
46984,655000.0
46985,338000.0
46986,610000.0
46987,627000.0
46988,350000.0
46989,488888.0
46990,331000.0
46991,570000.0
46992,404000.0
46993,443000.0
46994,880000.0
46995,350000.0
